http://www.allhomes.com.au/ah/act/sale-residential/33-bandjalong-crescent-aranda-canberra/1316851618911,Aranda 33 Bandjalong Crescent,Auction 27/04/13,4,1,House,allhomes,2013-4-23
http://www.allhomes.com.au/ah/act/sale-residential/26-bindel-place-aranda-canberra/1316851271411,Aranda 26 Bindel Place,Auction 27/04/13,4,1,House,allhomes,2013-4-23
http://www.allhomes.com.au/ah/act/sale-residential/35-wangara-street-aranda-canberra/1316851806811,Aranda 35 Wangara Street,Auction 27/04/13,4,1,House,allhomes,2013-4-23
http://www.allhomes.com.au/ah/act/sale-residential/29-walu-street-aranda-canberra/1316852644811,Aranda 29 Walu Street,Auction 04/05/13,4,1,House,allhomes,2013-4-23
http://www.allhomes.com.au/ah/act/sale-residential/22-gingana-street-aranda-canberra/1316849966511,Aranda 22 Gingana Street,Auction 04/05/13,4,1,House,allhomes,2013-4-23
http://www.allhomes.com.au/ah/act/sale-residential/22-darambal-street-aranda-canberra/1316852491011,Aranda 22 Darambal Street,Auction 04/05/13,4,1,House,allhomes,2013-4-23
http://www.allhomes.com.au/ah/act/sale-residential/7-8-jalanga-crescent-aranda-canberra/1316843141211,Aranda 7/8 Jalanga Crescent,399000,2,1,Townhouse,allhomes,2013-4-23
http://www.allhomes.com.au/ah/act/sale-residential/25-bindaga-street-aranda-canberra/1316838381311,Aranda 25 Bindaga Street,640000,3,1,House,allhomes,2013-4-23
http://www.allhomes.com.au/ah/act/sale-residential/6-wolgal-place-aranda-canberra/1316854145511,Aranda 6 Wolgal Place,820000,4,1,House,allhomes,2013-4-23
http://www.allhomes.com.au/ah/act/sale-residential/27-walu-place-aranda-canberra/1316851011711,Aranda 27 Walu Place,Auction,3,1,House,allhomes,2013-4-23
http://www.allhomes.com.au/ah/act/sale-residential/42-20-beissel-street-belconnen-canberra/1316851476311,Belconnen 42/20 Beissel Street,(by negotiation),2,2,Unit,allhomes,2013-4-23
http://www.allhomes.com.au/ah/act/sale-residential/138-72-college-street-belconnen-canberra/1316844586011,Belconnen 138/72 College Street,(by negotiation),3,1,Apartment,allhomes,2013-4-23
http://www.allhomes.com.au/ah/act/sale-residential/29-1-beissel-street-belconnen-canberra/1316851988611,Belconnen 29/1 Beissel Street,Auction 04/05/13,3,1,Apartment,allhomes,2013-4-23
http://www.allhomes.com.au/ah/act/sale-residential/61-101-hennessy-street-belconnen-canberra/1316850131911,Belconnen 61/101 Hennessy Street,225000,1,1,Apartment,allhomes,2013-4-23
http://www.allhomes.com.au/ah/act/sale-residential/35-101-hennessy-street-belconnen-canberra/1316814208211,Belconnen 35/101 Hennessy Street,239000,1,1,Apartment,allhomes,2013-4-23
http://www.allhomes.com.au/ah/act/sale-residential/48-101-hennessy-street-belconnen-canberra/1316835283311,Belconnen 48/101 Hennessy Street,244950,0,1,Apartment,allhomes,2013-4-23
http://www.allhomes.com.au/ah/act/sale-residential/73-101-hennessy-street-belconnen-canberra/1316802511311,Belconnen 73/101 Hennessy Street,265000,0,1,Apartment,allhomes,2013-4-23
http://www.allhomes.com.au/ah/act/sale-residential/44-college-street-belconnen-canberra/1316814168311,Belconnen 44 College Street,297900,1,1,Apartment,allhomes,2013-4-23
